"dining_hall","day_of_week","meal","zone","item_name","protein_g","calories","source_url","scraped_at"
"tercero","Monday","Lunch","Blue Zone","Roasted House Salsa","0.98","30.01","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Blue Zone","Mango Habanero Salsa","0.55","23.57","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Blue Zone","Escabeche","0.62","31.53","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Green Zone","Salad Bar","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Green Zone","Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Green Zone","Italian Feta Pasta Salad","6.43","164.0","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Green Zone","Tuna Salad","18.41","272.7","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Green Zone","Traditional Hummus","7.14","249.99","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Green Zone","Minestrone","1.63","37.0","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Green Zone","Masala Cauliflower Soup","1.32","66.0","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Pink Zone","Dessert Lemon Bar","2.08","207.43","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Pink Zone","Chocolate Ganache Swirl Cheesecake","4.25","313.55","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Pink Zone","Dark Chocolate Cranberry Cookie","2.98","233.03","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Pink Zone","Macadamias with White Chocolate Chips Cookie","2.98","241.54","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Pink Zone","Chocolate Chip Cookie","2.29","188.81","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Lunch","Pink Zone","Lemon Drop Cookie","1.99","155.92","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Red Zone","Grass-Fed Cheeseburger","27.09","487.81","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Red Zone","Portobello Cheesesteak Sandwich","11.23","377.9","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Red Zone","Sea Salt and Jalapeño Kettle Chips","4.05","303.91","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Yellow Zone","Ravioli with Roasted Aggie-Grown Tomato Sauce","15.47","488.62","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Yellow Zone","BBQ Chicken Pizza","8.79","145.52","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Yellow Zone","Mushroom and Onion Pizza","5.78","112.61","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Blue Zone","Baja Style Fish Tacos","18.01","915.37","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Blue Zone","Cantina Corn Tortilla Chips","7.89","500.0","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Blue Zone","Pico De Gallo","0.89","21.0","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Blue Zone","Tomatillo Avocado Salsa","0.35","51.12","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Blue Zone","Roasted House Salsa","0.98","30.01","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Blue Zone","Mango Habanero Salsa","0.55","23.57","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Blue Zone","Escabeche","0.62","31.53","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Blue Zone","Chipotle Stew","5.12","260.39","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Blue Zone","Chipotle Stew","5.12",,"https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Green Zone","Salad Bar","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Green Zone","Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Green Zone","Picnic Potato Salad","1.43","143.0","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Green Zone","Italian Feta Pasta Salad","6.43","164.0","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Green Zone","Tuna Salad","18.41","272.7","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Green Zone","Traditional Hummus","7.14","249.99","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Green Zone","Minestrone","1.63","37.0","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Green Zone","Masala Cauliflower Soup","1.32","66.0","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Purple Zone","Lemon Garlic Chicken Drumstick","46.31","369.8","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Purple Zone","White Beans with Kale","3.77","103.01","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Purple Zone","Green Beans","0.79","65.2","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Purple Zone","Mushroom Rice Pilaf","6.53","203.56","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Pink Zone","Strawberry Shortcake","2.66","306.13","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Pink Zone","Double Chocolate Cake","2.41","208.52","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Pink Zone","Dark Chocolate Cranberry Cookie","2.98","233.03","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Pink Zone","Macadamias with White Chocolate Chips Cookie","2.98","241.54","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Pink Zone","Chocolate Chip Cookie","2.29","188.81","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Monday","Dinner","Pink Zone","Lemon Drop Cookie","1.99","155.92","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Yellow Zone","Build Your Own Omelette","6.94","86.13","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Yellow Zone","Build Your Own Omelette","6.94",,"https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Yellow Zone","Scrambled Tofu||Just Egg - Plant Based","12.93",,"https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Yellow Zone","Build Your Own Veggie Omelette","2.13","49.87","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Yellow Zone","Scrambled Egg Whites","12.34","121.32","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Yellow Zone","Scrambled Tofu","12.93","130.84","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Yellow Zone","Just Egg - Plant Based","9.77","136.6","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Blue Zone","Chicken Fried Steak and Biscuit","38.7","708.16","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Blue Zone","Scrambled Egg||Chicken Sausage",,,"https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Blue Zone","Scrambled Egg||Chicken Sausage",,,"https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Blue Zone","Chicken Breakfast Sausage","7.68","71.02","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Blue Zone","Scrambled Egg","10.86","138.75","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Blue Zone","Wedge Fries||Sticky Rice","2.7","272.53","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Green Zone","Vanilla Chia Pudding","2.0","150.0","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Green Zone","Oatmeal","0.51","14.81","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Green Zone","Sticky Rice","3.66","199.24","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Green Zone","Congee Rice Porridge","0.85","19.22","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Green Zone","BYO Parfait","2.37","67.34","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Pink Zone","Assorted Loaf Cakes","4.85","329.34","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Pink Zone","Raised Crumb Donut","2.83","202.98","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Pink Zone","Red Velvet Glazed Cake Donut","4.54","340.19","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Pink Zone","Coconut Cake Donut","0.0","297.67","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Pink Zone","Winter White Cake Donut","3.54","297.67","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Pink Zone","Poppy Seed Bread","6.17","493.63","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Pink Zone","Yellow Conchas - Sweet Bread","2.99","139.31","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Pink Zone","Onion Bagel","6.52","180.87","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Breakfast","Pink Zone","Whole Wheat Bagel","5.48","150.96","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Red Zone","Chicken Parmesan Sandwich","24.3","669.48","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Red Zone","Beyond  Burger","24.82","533.53","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Red Zone","Sea Salt & Jalapeño Kettle Chips","4.05","293.7","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Blue Zone","BYO Mongolian BBQ","3.84","93.48","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Blue Zone","BYO Veggie Mongolian BBQ","3.44","104.27","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Green Zone","Salad Bar","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Green Zone","Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Green Zone","Italian Feta Pasta Salad","6.43","164.0","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Green Zone","Red Skin Potato Salad",,,"https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Green Zone","Tuna Salad","18.41","272.7","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Green Zone","Traditional Hummus","7.14","249.99","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Green Zone","Grandma Mary's Chicken Soup","5.31","53.0","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Green Zone","Carrot Spiced Soup","0.88","48.0","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Pink Zone","New York Cheesecake Bar","4.82","283.5","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Pink Zone","Frosted Brownie","1.77","234.73","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Pink Zone","Double Chocolate Chip Mint Condition Cookie","2.98","242.67","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Pink Zone","Snickerdoodle Cookie","2.98","229.63","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Pink Zone","Lemon Drop Cookie","1.99","155.92","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Lunch","Pink Zone","Oatmeal Raisin Cookie","2.98","176.33","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Dinner","Red Zone","Grass-Fed Cheeseburger","27.09",,"https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Dinner","Red Zone","Chipotle Black Bean Burger","19.9","578.96","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Dinner","Red Zone","Sea Salt & Jalapeño Kettle Chips","4.05","293.7","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Dinner","Red Zone","Jalapeño Kettle Chips","4.05","303.91","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Dinner","Yellow Zone","Pasta Bar","8.56","148.81","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Dinner","Yellow Zone","Pepperoni Pizza","7.43","148.86","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
"tercero","Tuesday","Dinner","Yellow Zone","Cheese Pizza","6.99","143.53","https://housing.ucdavis.edu/dining/dining-commons/tercero/","2026-04-01T07:32:25.489567+00:00"
